,Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
197,God's Plan,Drake,6DCZcSspjsKoFjzjrWoCdn,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0,25,2018-06-29,5,2,2018,1,0.0332,0.754,198973,0.449,8.29e-05,7,0.552,-9.211,1,0.109,77.169,4,0.357
198,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,"['pop', 'uk pop']",0,16,2017-03-03,5,1,2017,1,0.163,0.599,263400,0.448,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
199,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,7iDa6hUg2VgEL1o1HjmfBn,"['dance pop', 'electropop', 'pop', 'post-teen pop']",1,6,2017-08-11,5,2,2017,1,0.047,0.643,163870,0.783,0.0,10,0.083,-6.458,1,0.0856,154.084,4,0.579
200,Havana (feat. Young Thug),Camila Cabello,1rfofaqEpACxVEHIZBJe6W,"['dance pop', 'pop', 'post-teen pop']",0,11,2018-01-12,5,4,2018,1,0.184,0.765,217307,0.523,3.56e-05,2,0.132,-4.333,1,0.03,104.988,4,0.394
201,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,"['dfw rap', 'melodic rap', 'rap']",0,18,2018-04-27,5,1,2018,1,0.124,0.585,218147,0.52,7.01e-05,5,0.131,-6.136,0,0.0712,159.801,4,0.129
202,Psycho (feat. Ty Dolla $ign),Post Malone,3swc6WTsr7rl9DqQKQA55C,"['dfw rap', 'melodic rap', 'rap']",0,18,2018-04-27,5,1,2018,1,0.546,0.75,221440,0.56,0.0,8,0.111,-8.094,1,0.105,140.06,4,0.459
203,I Like It,Cardi B,58q2HKrzhC3ozto2nDdN4z,"['pop', 'pop rap', 'rap']",0,13,2018-04-06,5,1,2018,1,0.099,0.816,253390,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
204,The Middle,Zedd,09IStsImFySgyp0pIQdqAc,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",1,1,2018-01-23,2,4,2018,1,0.171,0.753,184732,0.657,0.0,7,0.112,-3.061,1,0.0449,107.01,4,0.437
205,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0,25,2018-06-29,5,2,2018,1,0.0589,0.835,217925,0.626,6e-05,1,0.396,-5.833,1,0.125,91.03,4,0.35
206,Girls Like You (feat. Cardi B),Maroon 5,6FRLCMO5TUHTexlWo8ym1W,"['pop', 'pop rock']",1,1,2018-05-30,3,1,2018,1,0.568,0.851,235545,0.541,0.0,0,0.13,-6.825,1,0.0505,124.959,4,0.448
207,Nice For What,Drake,3CA9pLiwRIGtUBiMjbZmRw,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0,25,2018-06-29,5,2,2018,1,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757
208,Lucid Dreams,Juice WRLD,0s3nnoMeVWz3989MkNQiRf,"['chicago rap', 'melodic rap']",0,16,2018-05-23,3,1,2018,1,0.349,0.511,239836,0.566,0.0,6,0.34,-7.23,0,0.2,83.903,4,0.218
209,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,"['dfw rap', 'melodic rap', 'rap']",0,18,2018-04-27,5,1,2018,1,0.331,0.68,231267,0.578,0.0,10,0.135,-5.804,1,0.04,145.038,4,0.341
210,Finesse - Remix; feat. Cardi B,Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,"['dance pop', 'pop', 'post-teen pop']",1,1,2017-12-20,3,4,2017,1,0.0185,0.704,217289,0.859,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,0.926
211,Boo'd Up,Ella Mai,0At2qAoaVjIwWNAqrscXli,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",1,6,2017-02-22,3,4,2017,1,0.0862,0.561,256064,0.779,0.0,10,0.078,-5.107,0,0.0531,81.965,4,0.235
212,New Rules,Dua Lipa,6tF92PMv01Ug9Dh8Rmy6nH,"['dance pop', 'pop', 'uk pop']",0,12,2017-06-02,5,2,2017,1,0.00261,0.762,209320,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608
213,SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,"['emo rap', 'miami hip hop']",0,18,2018-03-16,5,1,2018,1,0.258,0.74,166606,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473
214,Never Be the Same,Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,"['dance pop', 'pop', 'post-teen pop']",0,11,2018-01-12,5,4,2018,1,0.181,0.637,226973,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243
215,Love Lies (with Normani),Khalid,45Egmo7icyopuzJN0oMEdk,"['alternative r&b', 'pop']",1,1,2018-02-14,3,4,2018,1,0.0956,0.708,201707,0.648,0.0,6,0.134,-5.626,1,0.0449,143.955,4,0.338
216,no tears left to cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,"['dance pop', 'pop', 'post-teen pop']",0,15,2018-08-17,5,2,2018,1,0.04,0.699,205920,0.713,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,0.354
217,Mine,Bazzi,7uzmGiiJyRfuViKKK3lVmR,"['pop', 'post-teen pop']",0,16,2018-04-12,4,1,2018,1,0.0161,0.71,131064,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,4,0.717
218,Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,"['modern rock', 'rock']",0,12,2017-06-23,5,2,2017,1,0.00671,0.605,187147,0.822,0.134,0,0.147,-4.833,1,0.0438,167.997,4,0.288
219,Look Alive (feat. Drake),BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL,"['rap', 'southern hip hop', 'trap', 'vapor trap']",1,1,2018-02-09,5,4,2018,1,0.00104,0.922,181263,0.581,5.86e-05,10,0.105,-7.495,1,0.27,140.022,4,0.595
220,Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,"['dance pop', 'pop', 'post-teen pop']",0,15,2017-11-10,5,3,2017,1,0.216,0.75,232253,0.404,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,0.0499
221,Yes Indeed,Lil Baby,6vN77lE9LK6HP2DewaN6HZ,"['atl hip hop', 'atl trap', 'rap']",0,17,2018-05-18,5,1,2018,1,0.035,0.964,142273,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562
222,FRIENDS,Marshmello,08bNPGLD8AhKpnnERrAc6G,"['brostep', 'pop', 'progressive electro house']",1,1,2018-02-09,5,4,2018,1,0.205,0.626,202621,0.88,0.0,9,0.128,-2.384,0,0.0504,95.079,4,0.534
223,Bad At Love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0,16,2017-06-02,5,2,2017,1,0.0604,0.675,181279,0.751,0.0,0,0.0893,-3.539,1,0.0296,118.384,4,0.612
224,Taste (feat. Offset),Tyga,5IaHrVsrferBYDm0bDyABy,"['pop rap', 'rap', 'trap']",1,1,2018-05-16,3,1,2018,1,0.0236,0.884,232959,0.559,0.0,0,0.101,-7.442,1,0.12,97.994,4,0.342
225,Let You Down,NF,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",0,16,2017-10-06,5,3,2017,1,0.312,0.662,212120,0.714,0.0,5,0.179,-5.68,0,0.121,147.997,4,0.464
226,No Limit,G-Eazy,2Xqd0wUttjueBfdcltADOv,"['indie pop rap', 'pop rap', 'rap']",1,1,2017-09-07,4,3,2017,1,0.0117,0.838,245387,0.771,0.0,1,0.0853,-3.791,1,0.244,175.957,4,0.405
227,FEFE,6ix9ine,4QIyEq7TcTdAcxjI2AFlAK,"['emo rap', 'rap', 'trap']",0,13,2018-11-27,2,3,2018,1,0.088,0.931,179405,0.387,0.0,1,0.136,-9.127,1,0.412,125.978,4,0.376
228,Tequila,Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,"['contemporary country', 'pop']",1,1,2018-01-10,3,4,2018,1,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503
229,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0,10,2017-06-16,5,2,2017,1,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754
230,MotorSport,Migos,4wFjTWCunQFKtukqrNijEt,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,24,2018-01-26,5,4,2018,1,0.0305,0.904,303077,0.518,0.0,2,0.325,-5.32,1,0.183,137.996,4,0.188
231,I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,"['pop', 'post-teen pop']",1,1,2017-05-19,5,1,2017,1,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419
232,Youngblood,5 Seconds of Summer,55S2PQgSMYAhgoTCcGCDfw,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1,1,2018-04-12,4,1,2018,1,0.0169,0.596,203418,0.854,0.0,7,0.124,-5.114,0,0.463,120.274,4,0.152
233,Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,"['modern rock', 'rock']",0,12,2017-06-23,5,2,2017,1,0.0362,0.672,201240,0.655,0.0,10,0.117,-5.021,0,0.0311,134.945,4,0.556
234,Ric Flair Drip (& Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,10,2017-10-30,1,3,2017,1,0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333
235,I Fall Apart,Post Malone,75ZvA4QfFiZvzhj2xkaWAh,"['dfw rap', 'melodic rap', 'rap']",0,18,2016-12-09,5,4,2016,1,0.0689,0.556,223347,0.538,0.0,8,0.196,-5.408,0,0.0382,143.95,4,0.291
236,Pray For Me (with Kendrick Lamar),The Weeknd,77UjLW8j5UAGAGVGhR5oUK,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,14,2018-02-09,5,4,2018,1,0.0762,0.735,211440,0.677,2.17e-05,2,0.111,-4.979,1,0.093,100.584,4,0.188
237,Back To You,Selena Gomez,514rhnksEwHUh6LxXsQ4Y9,"['dance pop', 'pop', 'post-teen pop']",0,20,2018-05-18,5,1,2018,1,0.0984,0.6,210240,0.683,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494
238,SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,['rap'],0,17,2018-08-03,5,2,2018,1,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
239,Walk It Talk It,Migos,6n4U3TlzUGhdSFbUUhTvLP,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,24,2018-01-26,5,4,2018,1,0.0876,0.907,276147,0.633,2.6e-06,2,0.106,-5.145,1,0.184,145.914,4,0.395
240,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,"['emo rap', 'miami hip hop', 'rap', 'trap']",0,15,2017-10-06,5,3,2017,1,0.239,0.936,124056,0.523,0.0,5,0.117,-6.71,1,0.0597,119.889,4,0.699
241,Him & I (with Halsey),G-Eazy,5k38wzpLb15YgncyWdTZE4,"['indie pop rap', 'pop rap', 'rap']",0,20,2017-12-15,5,4,2017,1,0.0534,0.589,268867,0.731,0.0,2,0.308,-6.343,1,0.0868,87.908,4,0.191
242,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",0,14,2018-05-25,5,1,2018,1,0.0573,0.622,211360,0.712,0.0,5,0.13,-7.321,1,0.066,140.025,4,0.487
243,All The Stars (with SZA),Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0,14,2018-02-09,5,4,2018,1,0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552
244,Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,24,2018-01-26,5,4,2018,1,0.00263,0.817,190288,0.816,0.0,2,0.159,-5.402,1,0.269,181.982,4,0.508
245,Too Good At Goodbyes,Sam Smith,3VlbOrM6nYPprVvzBZllE5,"['pop', 'post-teen pop', 'uk pop']",0,14,2017-11-03,5,3,2017,1,0.64,0.681,201000,0.372,0.0,5,0.169,-8.237,1,0.0432,91.873,4,0.476
246,LOVE. FEAT. ZACARI.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0,14,2017-04-14,5,1,2017,1,0.264,0.8,213400,0.585,0.0,10,0.153,-7.343,1,0.0924,126.058,4,0.779
247,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9,"['atl hip hop', 'pop rap', 'rap']",1,1,2018-05-06,7,1,2018,1,0.117,0.854,225773,0.463,0.0,5,0.354,-6.159,1,0.137,120.024,4,0.549
248,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0,25,2018-06-29,5,2,2018,1,0.0164,0.912,238614,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
249,Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,"['contemporary country', 'country road']",0,15,2017-10-06,5,3,2017,1,0.263,0.677,179507,0.556,0.0,9,0.105,-6.544,1,0.0306,80.009,4,0.521
250,Bodak Yellow,Cardi B,6KBYefIoo7KydImq1uUQlL,"['pop', 'pop rap', 'rap']",0,13,2018-04-06,5,1,2018,1,0.0659,0.926,223713,0.703,0.0,11,0.231,-6.337,0,0.103,125.022,4,0.485
251,Freaky Friday (feat. Chris Brown),Lil Dicky,10Igtw8bSDyyFs7KIsKngZ,"['comedy rap', 'pop rap', 'rap']",1,1,2018-03-15,4,1,2018,1,0.147,0.755,216632,0.599,0.0,8,0.109,-5.042,1,0.224,133.123,4,0.755
252,GUMMO,6ix9ine,4HbiCvH1R7mVOJ7KY7JQBD,"['emo rap', 'rap', 'trap']",0,12,2018-04-10,2,1,2018,1,0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635
253,Plug Walk,Rich The Kid,1ZAyjvIk9YiD76yYy0TEG6,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,15,2018-03-30,5,1,2018,1,0.202,0.876,175230,0.519,0.0,11,0.108,-6.531,1,0.143,94.981,4,0.158
254,Wait,Maroon 5,6AvfZXpbb6r35DfF7gHPRq,"['pop', 'pop rock']",0,16,2018-06-15,5,2,2018,1,0.0959,0.655,190643,0.603,0.0,8,0.107,-5.014,1,0.0555,126.088,4,0.452
255,Be Careful,Cardi B,2Yl4OmDby9iitgNWZPwxkd,"['pop', 'pop rap', 'rap']",0,13,2018-04-06,5,1,2018,1,0.0256,0.82,210787,0.568,0.0,6,0.0952,-8.23,0,0.411,152.279,4,0.535
256,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,"['dance pop', 'pop', 'post-teen pop']",1,1,2017-10-25,3,3,2017,1,0.124,0.724,197993,0.804,0.0,11,0.204,-4.614,0,0.0448,124.987,4,0.306
257,Bartier Cardi (feat. 21 Savage),Cardi B,0dIoGTQXDh1wVnhIiSyYEa,"['pop', 'pop rap', 'rap']",0,13,2018-04-06,5,1,2018,1,0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,1,0.181,138.015,4,0.109
258,God is a woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C,"['dance pop', 'pop', 'post-teen pop']",0,15,2018-08-17,5,2,2018,1,0.0233,0.602,197547,0.658,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,0.268
259,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0ZNrc4kNeQYD9koZ3KvCsy,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,15,2018-08-03,5,2,2018,1,0.00552,0.745,237240,0.346,0.0,1,0.0881,-7.709,1,0.331,203.911,4,0.112
260,Sorry Not Sorry,Demi Lovato,3Du2K5dLzmduCNp6uwuaL0,"['dance pop', 'pop', 'post-teen pop']",0,12,2017-09-29,5,3,2017,1,0.0223,0.702,203760,0.635,0.0,11,0.283,-6.917,0,0.265,144.004,4,0.873
261,How Long,Charlie Puth,6wmAHw1szh5RCKSRjiXhPe,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0,13,2018-05-11,5,1,2018,1,0.211,0.845,200853,0.561,3.49e-06,1,0.0383,-5.253,0,0.0778,109.974,4,0.811
262,Lights Down Low,MAX,60vvp6UXG2KmLmrNvcVHa8,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",1,3,2016-10-14,5,3,2016,1,0.0458,0.622,225013,0.571,0.0,0,0.122,-5.338,0,0.0493,81.059,4,0.635
263,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,"['alternative r&b', 'pop']",0,15,2017-04-27,4,1,2017,1,0.199,0.798,202547,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394
264,One Kiss (with Dua Lipa),Calvin Harris,7ef4DlsgrMEH11cDZd32M6,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",1,1,2018-04-06,5,1,2018,1,0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
265,Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,"['modern rock', 'rock']",0,15,2018-11-09,5,3,2018,1,0.217,0.704,189467,0.611,0.0,2,0.0812,-6.112,1,0.0409,100.0,4,0.22
266,You Make It Easy,Jason Aldean,2ZxTjs4EdJl4Y9YByIiNoo,"['contemporary country', 'country', 'country road']",1,1,2018-01-26,5,4,2018,1,0.143,0.375,196800,0.574,0.0,7,0.11,-5.305,1,0.0315,132.025,3,0.406
267,Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,"['pop', 'uk pop']",0,16,2017-03-03,5,1,2017,1,0.581,0.825,233713,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931
268,I Get the Bag (feat. Migos),Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,17,2017-10-13,5,3,2017,1,0.0232,0.89,233087,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,0.425
269,No Brainer,DJ Khaled,5WvAo7DNuPRmk4APhdPzi8,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",1,1,2018-07-27,5,2,2018,1,0.0733,0.552,260000,0.76,0.0,0,0.0865,-4.706,1,0.342,135.702,5,0.639
270,Plain Jane REMIX,A$AP Ferg,2YzmfPLqUx5CJOaw5ThsBV,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1,1,2017-12-15,5,4,2017,1,0.0588,0.791,202636,0.839,6.26e-05,11,0.259,-4.284,1,0.266,170.113,4,0.383
271,Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0,12,2017-12-01,5,4,2017,1,0.173,0.674,259333,0.506,0.0,6,0.0866,-10.532,1,0.0434,145.965,4,0.183
272,Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,"['contemporary country', 'country', 'country road', 'modern country rock']",0,14,2017-09-08,5,3,2017,1,0.0977,0.333,205453,0.412,0.0,3,0.113,-8.633,1,0.029,85.028,4,0.474
273,Eastside (with Halsey & Khalid),benny blanco,0d2iYfpKoM0QCKvcLCkBao,"['electropop', 'pop', 'pop rap', 'post-teen pop']",1,1,2018-07-12,4,2,2018,1,0.555,0.56,173800,0.68,0.0,6,0.116,-7.648,0,0.321,89.391,4,0.319
274,Call Out My Name,The Weeknd,4MPTj8lMMvxLwT3EwuXFop,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,6,2018-03-30,5,1,2018,1,0.211,0.449,228373,0.599,0.0,1,0.327,-4.892,1,0.0369,134.144,3,0.165
275,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,51rXHuKN8Loc4sUlKPODgH,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1,1,2018-01-12,5,4,2018,1,0.000813,0.645,229670,0.705,0.0,1,0.128,-5.008,1,0.299,137.133,4,0.376
276,Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,"['brostep', 'pop', 'progressive electro house']",1,1,2018-08-17,5,2,2018,1,0.191,0.687,214290,0.792,0.0,5,0.167,-2.749,1,0.0452,100.015,4,0.671
277,Te Boté - Remix,Nio Garcia,3V8UKqhEK5zBkBb6d6ub8i,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']",1,1,2018-04-13,5,1,2018,1,0.542,0.903,417920,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442
278,Simple,Florida Georgia Line,1co0puPTYvqAdUEjFOjne9,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",1,4,2018-08-24,5,2,2018,1,0.0848,0.375,185200,0.889,0.0,3,0.136,-3.704,1,0.0991,199.669,4,0.881
279,Lemon,N.E.R.D,4PpuH4mxL0rD35mOWaLoKS,['hip hop'],0,11,2017-12-15,5,4,2017,1,0.00214,0.916,219707,0.727,0.000145,1,0.118,-6.556,1,0.0861,94.997,4,0.201
280,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0,13,2017-05-05,5,1,2017,1,0.57,0.62,250173,0.574,0.0,5,0.19,-7.788,0,0.0479,100.021,4,0.352
281,Say Something,Justin Timberlake,09ts3GnICqYEU5PkQCpJK3,"['dance pop', 'pop']",1,1,2018-01-25,4,4,2018,1,0.103,0.707,278893,0.632,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,4,0.372
282,I'm Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0,25,2018-06-29,5,2,2018,1,0.279,0.899,214467,0.586,0.0,11,0.0836,-7.866,0,0.344,150.001,4,0.492
283,Get Along,Kenny Chesney,2ZFrEp20VO25BXYhMxh0GW,"['contemporary country', 'country', 'country road']",1,1,2018-04-06,5,1,2018,1,0.0997,0.602,199627,0.805,0.0,7,0.172,-6.079,1,0.0473,92.401,4,0.322
284,Moonlight,XXXTENTACION,0JP9xo3adEtGSdUEISiszL,"['emo rap', 'miami hip hop']",0,18,2018-03-16,5,1,2018,1,0.556,0.921,135090,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711
285,What Lovers Do (feat. SZA),Maroon 5,2j5hsQvApottzvTn4pFJWF,"['pop', 'pop rock']",0,16,2018-06-15,5,2,2018,1,0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419
286,X,Nicky Jam,39N9RPD9MRb5WmoLzNzPeA,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",1,1,2018-03-02,5,1,2018,1,0.0364,0.595,173628,0.773,0.00108,9,0.334,-4.736,0,0.0549,180.073,4,0.711
287,Outside Today,YoungBoy Never Broke Again,3sA7HKGzcKTVscdiTCrWpX,"['baton rouge rap', 'trap']",0,20,2018-06-29,5,2,2018,1,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0,0.0694,134.068,4,0.0585
288,Trip,Ella Mai,6CTWathupIiDs7U4InHnDA,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",0,16,2018-10-12,5,3,2018,1,0.225,0.477,213993,0.61,0.0,11,0.107,-5.628,0,0.144,79.882,4,0.358
289,Dura,Daddy Yankee,6KuqAtoeVzxAYOaMveLNpH,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",1,1,2018-01-18,4,4,2018,1,0.174,0.783,200480,0.84,0.0,1,0.412,-3.416,1,0.051,95.001,4,0.839
290,changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,"['emo rap', 'miami hip hop']",0,18,2018-03-16,5,1,2018,1,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,1,0.029,64.934,4,0.52
291,Mercy,Brett Young,2VIPU72L6tIR4w8J8ap6Kp,['contemporary country'],0,12,2017-02-10,5,4,2017,1,0.84,0.638,217120,0.367,0.0,4,0.0999,-7.906,1,0.0266,71.957,4,0.219
292,One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,['contemporary country'],0,12,2017-06-02,5,2,2017,1,0.00585,0.544,221800,0.781,0.0,6,0.191,-6.16,0,0.0311,144.075,4,0.527
293,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,1BuZAIO8WZpavWVbbq3Lci,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0,27,2018-05-04,5,1,2018,1,0.0168,0.713,332301,0.831,0.0,1,0.118,-4.75,0,0.15,173.948,4,0.584
294,IDGAF,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,"['dance pop', 'pop', 'uk pop']",0,17,2017-06-02,5,2,2017,1,0.0403,0.836,217947,0.544,0.0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51
295,Mi Gente (feat. Beyoncé),J Balvin,0GzmMQizDeA2NVMUaZksv0,"['latin', 'reggaeton']",1,1,2017-09-28,4,3,2017,1,0.0223,0.759,209733,0.716,0.0,11,0.231,-6.36,0,0.0818,105.009,4,0.469
296,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,"['modern rock', 'rock']",0,12,2017-06-23,5,2,2017,1,0.0622,0.776,204347,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,4,0.666
297,Devil Eyes,Hippie Sabotage,7MiZjKawmXTsTNePyTfPyL,['edm'],0,11,2016-02-05,5,4,2016,0,0.702,0.391,131272,0.396,0.405,1,0.315,-8.621,0,0.189,99.112,5,0.199
298,Kvish Hachof,Static & Ben El,71Fr6FjccDocFjtsBmQHgk,"['israeli pop', 'jewish pop']",1,1,2016-03-06,7,1,2016,0,0.157,0.736,193856,0.811,0.0,10,0.144,-4.525,1,0.0633,92.995,4,0.743
299,Thinking About It (Let It Go) - KVR Remix,Nathan Goshen,2QEUeChc4xJYVQO74hXcrW,['israeli pop'],1,1,2016-05-13,5,1,2016,0,0.0136,0.694,183564,0.765,0.0,4,0.154,-7.078,0,0.0297,100.985,4,0.577
